,left_id,left_company_name,left_country,left_sector,left_absolute_growth_rate_pct,left_compound_annual_growth_rate_cagr_pct,left_revenue,left_employees_number,left_founding_year,left_website,left_location_city,left_industry,left_market_cap,left_stock,left_ceo,left_address,left_telephone,left_facebook,left_twitter,left_instagram,left_pinterest,left_sales,left_assets,left_area_served,left_wikipedia,left_hhid,left_sic_code,left_type,left_founding_date,right_id,right_company_name,right_country,right_sector,right_absolute_growth_rate_pct,right_compound_annual_growth_rate_cagr_pct,right_revenue,right_employees_number,right_founding_year,right_website,right_location_city,right_industry,right_market_cap,right_stock,right_ceo,right_address,right_telephone,right_facebook,right_twitter,right_instagram,right_pinterest,right_sales,right_assets,right_area_served,right_wikipedia,right_hhid,right_sic_code,right_type,right_founding_date,label
1697,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,EDP Group,Portugal,,,,,5,,,,,19840000000,,,,,,,,,,,,,,,,,0
1698,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Jerónimo Martins,Portugal,,,,,22,,,,,13980000000,,,,,,,,,,,,,,,,,0
1699,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Galp Energia,Portugal,,,,,13,,,,,9910000000,,,,,,,,,,,,,,,,,0
1700,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,The Navigator Company,Portugal,,,,,4,,,,,2600000000,,,,,,,,,,,,,,,,,0
1701,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,NOS,Portugal,,,,,4,,,,,2100000000,,,,,,,,,,,,,,,,,0
1702,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Sport Lisboa e Benfica,Portugal,,,,,4,,,,,95640000,,,,,,,,,,,,,,,,,0
1703,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Sporting Clube de Portugal,Portugal,,,,,1,,,,,56430000,,,,,,,,,,,,,,,,,0
1704,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Sporting Clube de Braga,Portugal,,,,,23,,,,,28040000,,,,,,,,,,,,,,,,,0
1705,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,0
1706,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,0
1707,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,0
1708,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Plásticos Dão / Sacos & Saquetas,Portugal,Industrial Goods,,,304833,5,2012,,,,,,,,,,,,,,,,,,,,,0
1709,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Polipop,Portugal,Industrial Goods,,,910392,11,2015,,,,,,,,,,,,,,,,,,,,,0
1710,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,SA Formação,Portugal,Education,,,1031733,22,2009,,,,,,,,,,,,,,,,,,,,,0
1711,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Technophage,Portugal,Pharmaceuticals,,,823381,9,2005,,,,,,,,,,,,,,,,,,,,,0
1712,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Sano-Técnica,Portugal,Health,,,1838120,12,1938,,,,,,,,,,,,,,,,,,,,,0
1713,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,EDP - ENERGIAS DE PORTUGAL,Portugal,,,,724000000,12236,,,,,20438000000,,Joao Manuel Brito Martins,,,,,,,,,,https://en.wikipedia.org/wiki/Energias_de_Portugal,,,,,0
1714,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,JERONIMO MARTINS SGPS,Portugal,,,,510000000,123458,,,,,14681000000,,Pedro Manuel de Castro Soares dos Santos,,,,,,,,,,https://en.wikipedia.org/wiki/Jer%C3%B3nimo_Martins,,,,,0
1715,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,GALP ENERGIA SGPS,Portugal,,,,4000000,6114,,,,,8809000000,,,,,,,,,,,,https://en.wikipedia.org/wiki/Galp_Energia,,,,,0
1716,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,BANCO COMERCIAL PORTUGUES,Portugal,,,,,,,,,,2773000000,,,,,,,,,,,,,,,,,0
1717,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,"THE NAVIGATOR COMPANY, S.A.",Portugal,,,,171000000,,,,,,2759000000,,,,,,,,,,,,,,,,,0
1718,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,"SONAE, SGPS, S.A.",Portugal,,,,,,,,,,2274000000,,,,,,,,,,,,,,,,,0
1719,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,NOS S.G.P.S,Portugal,,,,,,,,,,1983000000,,,,,,,,,,,,,,,,,0
1720,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,REN - REDES ENERGETICAS NACIONAIS SGPS,Portugal,,,,,,,,,,1903000000,,,,,,,,,,,,,,,,,0
1721,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,CORTICEIRA AMORIM S.G.P.S,Portugal,,,,,,,,,,1657000000,,,,,,,,,,,,https://en.wikipedia.org/wiki/Corticeira_Amorim,,,,,0
1722,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,ALTRI S.G.P.S,Portugal,,,,,,,,,,1318000000,,,,,,,,,,,,,,,,,0
1723,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,SEMAPA - SOCIEDADE DE INVESTIMENTO E GESTAO SGPS,Portugal,,,,,,,,,,1076000000,,,,,,,,,,,,,,,,,0
1724,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Edp-energias De Portugal,Portugal,,,,$17.9B,"12,236",1976,https://www.forbes.com/companies/edp-energias-de-portugal,,Utilities,,,Miguel Stilwell de Andrade,,,,,,,,,,,,,,,0
1725,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Jeronimo Martins,Portugal,,,,$24.7B,"123,458",1792,https://www.forbes.com/companies/jeronimo-martins,,Food Markets,,,Pedro Manuel de Castro Soares dos Santos,,,,,,,,,,,,,,,0
1726,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Galp Energia,Portugal,,,,$19B,"6,152",1999,https://www.forbes.com/companies/galp-energia,,Oil & Gas Operations,,,Andrew Brown,,,,,,,,,,,,,,,0
1727,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,,Banco Comercial Portugues,Portugal,,,,$3.2B,"17,331",1985,https://www.forbes.com/companies/banco-comercial-portugues,,Banking and Financial Services,,,Miguel Maya Dias Pinheiro,,,,,,,,,,,,,,,0
1728,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,84,Catraport,Portugal,Automobiles,"1,306.55",141.39,"518,613",18,2015,,,,,,,,,,,,,,,,,,,,,0
1729,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,104,Oxray,Portugal,Health,"1,179.02",133.86,"427,339",2,2009,,,,,,,,,,,,,,,,,,,,,0
1730,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,292,Plásticos Dão / Sacos & Saquetas,Portugal,Industrial Goods,538.61,85.53,"304,833",5,2012,,,,,,,,,,,,,,,,,,,,,0
1731,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,588,Polipop,Portugal,Industrial Goods,268.16,54.41,"910,392",11,2015,,,,,,,,,,,,,,,,,,,,,0
1732,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,626,SA Formação,Portugal,Education,253.55,52.34,"1,031,733",22,2009,,,,,,,,,,,,,,,,,,,,,0
1733,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,905,Technophage,Portugal,Pharmaceuticals,171.71,39.54,"823,381",9,2005,,,,,,,,,,,,,,,,,,,,,0
1734,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,912,Sano-Técnica,Portugal,Health,170.53,39.34,"1,838,120",12,1938,,,,,,,,,,,,,,,,,,,,,0
1735,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,EDP - Energias de Portugal SA,"Lisbon,Portugal",                                        Utilities                                    ,,,," 12,236",,,,                                        Utilities—Diversified                                    ,$19.43 B,EDP, Mr. Miguel Stilwell de Andrade,,,,,,,,,,,,,,,0
1736,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Redes Energeticas Nacionais SA,Portugal,,,,$991.3M,697,,www.ren.pt,,Power,$1.8B,,,"Avenida Dos Estados Unidos Da America, 55, Lisboa, 1749-061",351 21 0013500,,,,,,,,,,,,,0
1737,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Investimentos Participacoes e Gestao SA,Portugal,,,,$1.2B,"1,402",,www.inapa.pt,,Consumer Packaged Goods,$26.7M,,,"Rua Braamcamp 40, 9 Dto., Lisboa, 1250-050",351 21 3823007,,,,,,,,,,,,,0
1738,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,NOS SGPS SA,Portugal,,,,$1.7B,"2,337",,www.nos.pt,,Media,$2.2B,,,"Campo Grande Building, Rua Actor Antonio Silva nº9, Lumiar, Lisboa , 1600-404",351 21 7824700,,,,,,,,,,,,,0
1739,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,The Navigator Co SA,Portugal,,,,$1.9B,"3,218",,www.thenavigatorcompany.com,,Paper and Packaging,$2.4B,,,"Mitrena, Apartado 55, Po Box 55, Setubal, 2901-861",351 265 709000,,,,,,,,,,,,,0
1740,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Semapa Sociedade de Investimento e Gestao SGPS SA,Portugal,,,,$2.5B,"5,921",,www.semapa.pt,,Paper and Packaging,$1.1B,,,"Av. Fontes Pereira De Melo, 14-10, Lisboa, 1050-121",351 21 3184700,,,,,,,,,,,,,0
1741,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Banco Comercial Portugues SA,Portugal,,,,$3.4B,"15,667",,www.millenniumbcp.pt,,Financial Services,$3.1B,,,"Praca D. Joao I, 28, Porto, 4000-295",351 22 2072000,,,,,,,,,,,,,0
1742,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Sonae SGPS SA,Portugal,,,,$8.3B,"36,280",,www.sonae.pt,,Retailing,$2.1B,,,"Lugar Do Espido Via Norte, Maia, 4471-909",351 22 0104000,,,,,,,,,,,,,0
1743,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Energias de Portugal SA,Portugal,,,,$17.7B,"12,904",,www.edp.com,,Power,$20.3B,,,"Av. 24 De Julho, No 12, Misericordia, Lisboa, 1249-300",351 21 0016384,,,,,,,,,,,,,0
1744,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Galp Energia SGPS SA,Portugal,,,,$19.4B,"6,152",,www.galp.com,,Energy and Utilities,$10.6B,,,"Rua Tomas Da Fonseca - Torre A, Lisboa, 1600-209",351 21 7242500,,,,,,,,,,,,,0
1745,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Jeronimo Martins SGPS SA,Portugal,,,,$24.7B,"123,458",,www.jeronimomartins.com/en,,Retailing,$13.9B,,,"Rua Actor Antonio Silva, No 7, Lisboa, 1649-033",351 21 7532000,,,,,,,,,,,,,0
1746,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,665,Edp-energias De Portugal,Portugal,,,,$776 M,,,,,,$19.63 B,,,,,,,,,$17.86 B,$57.99 B,,,,,,,0
1747,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,1227,Jeronimo Martins,Portugal,,,,$547.1 M,,,,,,$13.7 B,,,,,,,,,$24.69 B,$11.79 B,,,,,,,0
1748,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,1374,Galp Energia,Portugal,,,,$4.7 M,,,,,,$10.12 B,,,,,,,,,$19.04 B,$16.96 B,,,,,,,0
1749,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,1651,Banco Comercial Portugues,Portugal,,,,$119.5 M,,,,,,$2.7 B,,,,,,,,,$3.22 B,$106.19 B,,,,,,,0
1750,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,SODECIA,"Porto, Maia, Portugal",,,,,,1980 (43 yrs old),,,Auto Components,,,,,,,,,,,,,,,,,,0
1751,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,EDP Group,Portugal,,,,,5,,,,,19840000000,,,,,,,,,,,,,,,,,0
1752,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Jerónimo Martins,Portugal,,,,,22,,,,,13980000000,,,,,,,,,,,,,,,,,0
1753,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Galp Energia,Portugal,,,,,13,,,,,9910000000,,,,,,,,,,,,,,,,,0
1754,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,The Navigator Company,Portugal,,,,,4,,,,,2600000000,,,,,,,,,,,,,,,,,0
1755,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,NOS,Portugal,,,,,4,,,,,2100000000,,,,,,,,,,,,,,,,,0
1756,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Sport Lisboa e Benfica,Portugal,,,,,4,,,,,95640000,,,,,,,,,,,,,,,,,0
1757,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Sporting Clube de Portugal,Portugal,,,,,1,,,,,56430000,,,,,,,,,,,,,,,,,0
1758,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Sporting Clube de Braga,Portugal,,,,,23,,,,,28040000,,,,,,,,,,,,,,,,,0
1759,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,FC Porto,Portugal,,,,,1,,,,,24160000,,,,,,,,,,,,,,,,,0
1760,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,0
1761,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,0
1762,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Plásticos Dão / Sacos & Saquetas,Portugal,Industrial Goods,,,304833,5,2012,,,,,,,,,,,,,,,,,,,,,0
1763,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Polipop,Portugal,Industrial Goods,,,910392,11,2015,,,,,,,,,,,,,,,,,,,,,0
1764,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,SA Formação,Portugal,Education,,,1031733,22,2009,,,,,,,,,,,,,,,,,,,,,0
1765,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Technophage,Portugal,Pharmaceuticals,,,823381,9,2005,,,,,,,,,,,,,,,,,,,,,0
1766,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Sano-Técnica,Portugal,Health,,,1838120,12,1938,,,,,,,,,,,,,,,,,,,,,0
1767,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,EDP - ENERGIAS DE PORTUGAL,Portugal,,,,724000000,12236,,,,,20438000000,,Joao Manuel Brito Martins,,,,,,,,,,https://en.wikipedia.org/wiki/Energias_de_Portugal,,,,,0
1768,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,JERONIMO MARTINS SGPS,Portugal,,,,510000000,123458,,,,,14681000000,,Pedro Manuel de Castro Soares dos Santos,,,,,,,,,,https://en.wikipedia.org/wiki/Jer%C3%B3nimo_Martins,,,,,0
1769,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,GALP ENERGIA SGPS,Portugal,,,,4000000,6114,,,,,8809000000,,,,,,,,,,,,https://en.wikipedia.org/wiki/Galp_Energia,,,,,0
1770,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,BANCO COMERCIAL PORTUGUES,Portugal,,,,,,,,,,2773000000,,,,,,,,,,,,,,,,,0
1771,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,"THE NAVIGATOR COMPANY, S.A.",Portugal,,,,171000000,,,,,,2759000000,,,,,,,,,,,,,,,,,0
1772,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,"SONAE, SGPS, S.A.",Portugal,,,,,,,,,,2274000000,,,,,,,,,,,,,,,,,0
1773,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,NOS S.G.P.S,Portugal,,,,,,,,,,1983000000,,,,,,,,,,,,,,,,,0
1774,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,REN - REDES ENERGETICAS NACIONAIS SGPS,Portugal,,,,,,,,,,1903000000,,,,,,,,,,,,,,,,,0
1775,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,CORTICEIRA AMORIM S.G.P.S,Portugal,,,,,,,,,,1657000000,,,,,,,,,,,,https://en.wikipedia.org/wiki/Corticeira_Amorim,,,,,0
1776,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,ALTRI S.G.P.S,Portugal,,,,,,,,,,1318000000,,,,,,,,,,,,,,,,,0
1777,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,SEMAPA - SOCIEDADE DE INVESTIMENTO E GESTAO SGPS,Portugal,,,,,,,,,,1076000000,,,,,,,,,,,,,,,,,0
1778,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Edp-energias De Portugal,Portugal,,,,$17.9B,"12,236",1976,https://www.forbes.com/companies/edp-energias-de-portugal,,Utilities,,,Miguel Stilwell de Andrade,,,,,,,,,,,,,,,0
1779,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Jeronimo Martins,Portugal,,,,$24.7B,"123,458",1792,https://www.forbes.com/companies/jeronimo-martins,,Food Markets,,,Pedro Manuel de Castro Soares dos Santos,,,,,,,,,,,,,,,0
1780,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Galp Energia,Portugal,,,,$19B,"6,152",1999,https://www.forbes.com/companies/galp-energia,,Oil & Gas Operations,,,Andrew Brown,,,,,,,,,,,,,,,0
1781,,Catraport,Portugal,Automobiles,,,518613,18,2015,,,,,,,,,,,,,,,,,,,,,,Banco Comercial Portugues,Portugal,,,,$3.2B,"17,331",1985,https://www.forbes.com/companies/banco-comercial-portugues,,Banking and Financial Services,,,Miguel Maya Dias Pinheiro,,,,,,,,,,,,,,,0
1782,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,84,Catraport,Portugal,Automobiles,"1,306.55",141.39,"518,613",18,2015,,,,,,,,,,,,,,,,,,,,,0
1783,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,104,Oxray,Portugal,Health,"1,179.02",133.86,"427,339",2,2009,,,,,,,,,,,,,,,,,,,,,0
1784,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,292,Plásticos Dão / Sacos & Saquetas,Portugal,Industrial Goods,538.61,85.53,"304,833",5,2012,,,,,,,,,,,,,,,,,,,,,0
1785,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,588,Polipop,Portugal,Industrial Goods,268.16,54.41,"910,392",11,2015,,,,,,,,,,,,,,,,,,,,,0
1786,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,626,SA Formação,Portugal,Education,253.55,52.34,"1,031,733",22,2009,,,,,,,,,,,,,,,,,,,,,0
1787,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,905,Technophage,Portugal,Pharmaceuticals,171.71,39.54,"823,381",9,2005,,,,,,,,,,,,,,,,,,,,,0
1788,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,912,Sano-Técnica,Portugal,Health,170.53,39.34,"1,838,120",12,1938,,,,,,,,,,,,,,,,,,,,,0
1789,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,EDP - Energias de Portugal SA,"Lisbon,Portugal",                                        Utilities                                    ,,,," 12,236",,,,                                        Utilities—Diversified                                    ,$19.43 B,EDP, Mr. Miguel Stilwell de Andrade,,,,,,,,,,,,,,,0
1790,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Redes Energeticas Nacionais SA,Portugal,,,,$991.3M,697,,www.ren.pt,,Power,$1.8B,,,"Avenida Dos Estados Unidos Da America, 55, Lisboa, 1749-061",351 21 0013500,,,,,,,,,,,,,0
1791,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Investimentos Participacoes e Gestao SA,Portugal,,,,$1.2B,"1,402",,www.inapa.pt,,Consumer Packaged Goods,$26.7M,,,"Rua Braamcamp 40, 9 Dto., Lisboa, 1250-050",351 21 3823007,,,,,,,,,,,,,0
1792,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,NOS SGPS SA,Portugal,,,,$1.7B,"2,337",,www.nos.pt,,Media,$2.2B,,,"Campo Grande Building, Rua Actor Antonio Silva nº9, Lumiar, Lisboa , 1600-404",351 21 7824700,,,,,,,,,,,,,0
1793,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,The Navigator Co SA,Portugal,,,,$1.9B,"3,218",,www.thenavigatorcompany.com,,Paper and Packaging,$2.4B,,,"Mitrena, Apartado 55, Po Box 55, Setubal, 2901-861",351 265 709000,,,,,,,,,,,,,0
1794,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Semapa Sociedade de Investimento e Gestao SGPS SA,Portugal,,,,$2.5B,"5,921",,www.semapa.pt,,Paper and Packaging,$1.1B,,,"Av. Fontes Pereira De Melo, 14-10, Lisboa, 1050-121",351 21 3184700,,,,,,,,,,,,,0
1795,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Banco Comercial Portugues SA,Portugal,,,,$3.4B,"15,667",,www.millenniumbcp.pt,,Financial Services,$3.1B,,,"Praca D. Joao I, 28, Porto, 4000-295",351 22 2072000,,,,,,,,,,,,,0
1796,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Sonae SGPS SA,Portugal,,,,$8.3B,"36,280",,www.sonae.pt,,Retailing,$2.1B,,,"Lugar Do Espido Via Norte, Maia, 4471-909",351 22 0104000,,,,,,,,,,,,,0
1797,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Energias de Portugal SA,Portugal,,,,$17.7B,"12,904",,www.edp.com,,Power,$20.3B,,,"Av. 24 De Julho, No 12, Misericordia, Lisboa, 1249-300",351 21 0016384,,,,,,,,,,,,,0
1798,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Galp Energia SGPS SA,Portugal,,,,$19.4B,"6,152",,www.galp.com,,Energy and Utilities,$10.6B,,,"Rua Tomas Da Fonseca - Torre A, Lisboa, 1600-209",351 21 7242500,,,,,,,,,,,,,0
1799,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Jeronimo Martins SGPS SA,Portugal,,,,$24.7B,"123,458",,www.jeronimomartins.com/en,,Retailing,$13.9B,,,"Rua Actor Antonio Silva, No 7, Lisboa, 1649-033",351 21 7532000,,,,,,,,,,,,,0
1800,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,665,Edp-energias De Portugal,Portugal,,,,$776 M,,,,,,$19.63 B,,,,,,,,,$17.86 B,$57.99 B,,,,,,,0
1801,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,1227,Jeronimo Martins,Portugal,,,,$547.1 M,,,,,,$13.7 B,,,,,,,,,$24.69 B,$11.79 B,,,,,,,0
1802,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,1374,Galp Energia,Portugal,,,,$4.7 M,,,,,,$10.12 B,,,,,,,,,$19.04 B,$16.96 B,,,,,,,0
1803,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,1651,Banco Comercial Portugues,Portugal,,,,$119.5 M,,,,,,$2.7 B,,,,,,,,,$3.22 B,$106.19 B,,,,,,,0
1804,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,SODECIA,"Porto, Maia, Portugal",,,,,,1980 (43 yrs old),,,Auto Components,,,,,,,,,,,,,,,,,,0
1805,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,EDP Group,Portugal,,,,,5,,,,,19840000000,,,,,,,,,,,,,,,,,0
1806,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Jerónimo Martins,Portugal,,,,,22,,,,,13980000000,,,,,,,,,,,,,,,,,0
1807,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,Galp Energia,Portugal,,,,,13,,,,,9910000000,,,,,,,,,,,,,,,,,0
1808,,Oxray,Portugal,Health,,,427339,2,2009,,,,,,,,,,,,,,,,,,,,,,The Navigator Company,Portugal,,,,,4,,,,,2600000000,,,,,,,,,,,,,,,,,0
